alpha|beta|ServoAngleA|ServoAngleB|ServoAngleC
27|4|0|0|0
28|4|0|0|0
29|4|0|0|0
30|4|0|0|0
-30|5|4.287462628451564|63.251515311443015|48.26230613208366
-29|5|5.563280083328237|62.307779586849215|47.24318739468286
-28|5|6.867531161854103|61.04044440412203|46.261384813138484
-27|5|8.192778608129373|59.823681454028325|45.31453598553686
-26|5|9.532653499865546|58.65297337448008|44.40049521700068
-25|5|10.881774792048631|57.5244433008213|43.517306157818474
-24|5|12.235635663803123|56.43472827760119|42.663178989261404
-23|5|13.590482463124658|55.38088386193199|41.83647123448086
-22|5|14.943200081525532|54.36031094648458|41.035671489350165
-21|5|16.2912099778316|53.370698735665|40.2593855281594
-20|5|17.632382693555186|52.40997967901943|39.506324358310955
-19|5|18.364132968156426|51.47629340052673|38.77529388803319
-18|5|18.777171610443133|50.56795749563895|38.065185939592126
-17|5|19.22675853667647|49.68344364155426|37.37497039315583
-16|5|19.712267572299567|48.82135786831524|36.70368828738968
-15|5|20.233219994930096|47.98042412482389|36.05044573492141
-14|5|20.789261406640932|47.15947048108008|35.41440853615817
-13|5|21.380143524541623|46.35741745987385|34.79479739512706
-12|5|22.005709956773302|45.57326810395915|34.19088365721126
-11|5|22.665885215046757|44.80609946946775|33.60198550175994
-10|5|23.360666368838125|44.05505530065998|33.02746453321857
-9|5|24.090116873282973|43.31933969045333|32.46672272317436
-8|5|24.854362206825627|42.59821156937831|31.9191996629321
-7|5|25.65358704005513|41.89097989545556|31.384370092233873
-6|5|26.488033727860085|41.19699944100051|30.861741674755933
-5|5|27.358001976559038|40.51566709102717|30.350852995237233
-4|5|28.263849589078852|39.84641858286059|29.851271756678216
-3|5|29.205994237264612|39.18872562860613|29.362593159106012
-2|5|30.1849162534683|38.54209337189599|28.884438444034622
-1|5|31.20116247605992|37.90605813832522|28.416453591034497
0|5|32.255351227850134|37.280185445566794|27.958308154826554
1|5|33.348178555296364|36.66406824461101|27.509694233090144
2|5|34.48042591294591|36.057325368134904|27.070325556763542
3|5|35.65296954582313|35.459600165840506|26.639936696058953
4|5|36.86679190758728|34.8705593098653|26.218282376749002
5|5|38.122995561353584|34.289891756156116|25.805136902533143
6|5|39.42282015294283|33.7173078501189|25.400293680493796
7|5|40.76766323711437|33.15253856697417|25.003564847826013
8|5|42.15910599659543|32.59533487912773|24.614780999200036
9|5|43.598945252010196|32.0454672445613|24.233791015319973
10|5|45.089233664456515|31.5027252117994|23.860461994500838
11|5|46.632330753149496|30.966917138458378|23.494679290434476
12|5|48.23096840164032|30.437870021768774|23.136346660788135
13|5|49.888336091348755|29.915429440808133|22.78538653291408
14|5|51.60819348631884|29.399459611530297|22.44174039480123
15|5|53.39502172249555|28.889843557053|22.105369321519575
16|5|0|0|0
17|5|0|0|0
18|5|0|0|0
19|5|0|0|0
20|5|0|0|0
21|5|0|0|0
22|5|0|0|0
23|5|0|0|0
24|5|0|0|0
25|5|0|0|0
26|5|0|0|0
27|5|0|0|0
28|5|0|0|0
29|5|0|0|0
30|5|0|0|0
-30|6|4.287462628451479|64.28958471534511|46.91673650157201
-29|6|5.563280083328195|63.501666670317434|45.92180155249469
-28|6|6.86753116185416|62.751970743548654|44.96340331499196
-27|6|8.19277860812933|61.50403971588291|44.039271738227896
-26|6|9.532653499865503|60.2987615309183|43.14733895569623
-25|6|10.881774792048631|59.13821041041466|42.28571471976249
-24|6|12.23563566380308|58.01860506838274|41.45266577211585
-23|6|13.590482463124673|56.93666684960183|40.646598376914724
-22|6|14.943200081525518|55.88952628113785|39.86604342071484
-21|6|16.29120997783157|54.87465139099139|39.10964361490976
-20|6|17.6323826935552|53.889791854410674|38.37614243529313
-19|6|18.36413296815641|52.932934858492615|37.66437450845556
-18|6|18.777171610443148|52.00226978404518|36.97325721235048
-17|6|19.226758536676485|51.09615961942308|36.30178330300865
-16|6|19.712267572299567|50.21311758282456|35.649014414283904
-15|6|20.23321999493008|49.35178782342196|35.01407530503071
-14|6|20.789261406640932|48.510929352431596|34.396148749999675
-13|6|21.380143524541623|47.6894025583014|33.79447098825901
-12|6|22.005709956773302|46.886157809117876|33.20832765710678
-11|6|22.6658852150468|46.1002257559286|32.63705015093514
-10|6|23.360666368838153|45.33070903376377|32.080012353928666
-9|6|24.09011687328301|44.57677512023778|31.53662770323566
-8|6|24.854362206825577|43.837650160024246|31.0063465456925
-7|6|25.65358704005508|43.11261360097404|30.488653756555337
-6|6|26.488033727860085|42.400993516940595|29.98306659321416
-5|6|27.358001976559038|41.70216251544362|29.489132760691852
-4|6|28.26384958907886|41.01553414663007|29.006428668988264
-3|6|29.205994237264605|40.34055974465514|28.534557865134744
-2|6|30.1849162534683|39.676725644427826|28.07314962524633
-1|6|31.201162476059977|39.023550726267686|27.62185769397903
0|6|32.25535122785016|38.38058424887198|27.18035916066969
1|6|33.34817855529642|37.747403937461684|26.748353463103697
2|6|34.48042591294592|37.12361429934298|26.325561511365706
3|6|35.65296954582311|36.50884514361206|25.911724925612106
4|6|36.86679190758732|35.90275028551482|25.50660538289636
5|6|38.12299556135357|35.3050064191939|25.10998406940552
6|6|39.42282015294282|34.715312145320894|24.721661235656953
7|6|40.767663237114405|34.13338714251131|24.34145585338485
8|6|42.15910599659547|33.558971473531926|23.969205374041124
9|6|43.598945252010246|32.99182501919106|23.604765590078102
10|6|45.089233664456515|32.431727034506714|23.248010601490606
11|6|46.63233075314939|31.878475823317665|22.89883289152155
12|6|48.23096840164036|31.331888528982375|22.55714351699868
13|6|49.88833609134881|30.791801040227817|22.222872420531218
14|6|51.608193486318804|30.25806801261092|21.895968873795297
15|6|0|0|0
16|6|0|0|0
17|6|0|0|0
18|6|0|0|0
19|6|0|0|0
20|6|0|0|0
21|6|0|0|0
22|6|0|0|0
23|6|0|0|0
24|6|0|0|0
25|6|0|0|0
26|6|0|0|0
27|6|0|0|0
28|6|0|0|0
29|6|0|0|0
30|6|0|0|0
-30|7|4.287462628451564|65.38099954069054|45.59834797064035
-29|7|5.563280083328166|64.5547559668025|44.62726477397386
-28|7|6.867531161854146|63.77314367746069|43.69200945010958
-27|7|8.192778608129373|63.02947409258837|42.79039169699395
-26|7|9.532653499865503|61.99992197593608|41.9204112047355
-25|7|10.881774792048631|60.80433907178971|41.080235394757956
-24|7|12.23563566380308|59.65231744714327|40.26818060044711
-23|7|13.590482463124673|58.54014956070831|39.48269603428344
-22|7|14.943200081525475|57.46462309580011|38.722350032675216
-21|7|16.29120997783164|56.42292856380936|37.98581817916618
-20|7|17.632382693555215|55.41258847021734|37.271872989534245
-19|7|18.364132968156383|54.43140215276677|36.57937490568328
-18|7|18.777171610443148|53.477402218081956|35.907264394188054
-17|7|19.22675853667647|52.54881970199277|35.25455498353257
-16|7|19.712267572299567|51.644055887901786|34.620327104117855
-15|7|20.233219994930096|50.76165927450388|34.00372261893522
-14|7|20.789261406640904|49.90030657458655|33.40393995185287
-13|7|21.380143524541623|49.05878690479736|32.82022973580823
-12|7|22.005709956773302|48.23598852742877|32.25189091565052
-11|7|22.665885215046785|47.43088765276896|31.698267250559482
-10|7|23.36066636883814|46.64253892006247|31.15874416933753
-9|7|24.090116873282994|45.87006725737917|30.632745938811475
-8|7|24.85436220682555|45.11266088314789|30.119733111366642
-7|7|25.653587040055093|44.36956526000977|29.619200222487684
-6|7|26.488033727860135|43.64007784873862|29.130673713287827
-5|7|27.358001976559045|42.92354353894992|28.653710056498845
-4|7|28.26384958907886|42.21935065614315|28.187894067385095
-3|7|29.20599423726462|41.52692746275196|27.732837383633715
-2|7|30.18491625346833|40.84573908538028|27.288177100522603
-1|7|31.20116247605994|40.175284812099335|26.853574549651277
0|7|32.25535122785016|39.51509571318181|26.42871421128045
1|7|33.348178555296386|38.86473254641667|26.013302751910743
2|7|34.48042591294595|38.22378391456096|25.607068180178608
3|7|35.65296954582313|37.59186464779615|25.20975911548536
4|7|36.866791907587334|36.968614388517516|24.8211441650422
5|7|38.122995561353605|36.35369635953612|24.441011406226934
6|7|39.42282015294279|35.74679629998222|24.06916797234416
7|7|40.767663237114434|35.14762155595156|23.705439741076745
8|7|42.15910599659543|34.55590031533963|23.349671126147342
9|7|43.59894525201022|33.971380978424875|23.001724973998876
10|7|45.08923366445647|33.39383165766056|22.661482568684576
11|7|46.63233075314937|32.82303980186131|22.328843749671037
12|7|48.23096840164034|32.25881194157352|22.003727148935482
13|7|0|0|0
14|7|0|0|0
15|7|0|0|0
16|7|0|0|0
17|7|0|0|0
18|7|0|0|0
19|7|0|0|0
20|7|0|0|0
21|7|0|0|0
22|7|0|0|0
23|7|0|0|0
24|7|0|0|0
25|7|0|0|0
26|7|0|0|0
27|7|0|0|0
28|7|0|0|0
29|7|0|0|0
30|7|0|0|0
-30|8|4.287462628451493|66.53977472609664|44.30614131328747
-29|8|5.563280083328124|65.66514642886216|43.35867585584602
-28|8|6.8675311618541315|64.84354751215824|42.446386525917646
-27|8|8.192778608129402|64.06650261120032|41.56715235218513
-26|8|9.532653499865589|63.327323393972414|40.719032061321954
-25|8|10.881774792048674|62.52877031099567|39.900243730335525
-24|8|12.235635663803123|61.34110331356467|39.109147477106255
-23|8|13.590482463124616|60.19599227508267|38.34423062870143
-22|8|14.943200081525518|59.08978147063304|37.60409492891189
-21|8|16.291209977831613|58.01930692843026|36.88744543837197
-20|8|17.632382693555243|56.98180416759644|36.19308085070676
-19|8|18.364132968156397|55.97483754882109|35.51988500212447
-18|8|18.777171610443133|54.996245316233896|34.8668193938409
-17|8|19.226758536676485|54.0440962400361|34.232916579655374
-16|8|19.71226757229958|53.11665497643224|33.61727429705436
-15|8|20.233219994930067|52.21235407494164|33.019050241010284
-14|8|20.78926140664089|51.329771122643976|32.43745739635881
-13|8|21.380143524541623|50.46760990669743|31.871759858174954
-12|8|22.005709956773302|49.62468475537165|31.321269080616815
-11|8|22.66588521504677|48.79990741938528|30.78534050377862
-10|8|23.360666368838153|47.99227600299752|30.263370515600286
-9|8|24.090116873283023|47.20086556386294|29.75479371212797
-8|8|24.854362206825563|46.424820082903885|29.259080424659032
-7|8|25.653587040055037|45.66334556786927|28.77573448672151
-6|8|26.488033727860113|44.91570410209519|28.304291217592755
-5|8|27.358001976559045|44.181208687013275|27.84431560227228
-4|8|28.26384958907886|43.45921875586947|27.39540065059255
-3|8|29.205994237264612|42.74913625888302|26.957165920556925
-2|8|30.18491625346831|42.0504022381584|26.529256193102306
-1|8|31.20116247605995|41.36249382512086|26.11134028735536
0|8|32.25535122785014|40.68492160491317|25.703110007121715
1|8|33.34817855529641|40.01722730165545|25.304279210869574
2|8|34.48042591294595|39.35898174622289|24.91458299886773
3|8|35.652969545823126|38.70978309458391|24.533777012446798
4|8|36.866791907587334|38.06925527005055|24.161636841604675
5|8|38.122995561353605|37.437046607236766|23.797957538391124
6|8|39.422820152942855|36.81282867928687|23.442553234715994
7|8|40.7676632371144|36.19629529313574|23.0952568644544
8|8|42.15910599659547|35.58716164033975|22.75591999099666
9|8|43.598945252010246|34.98516359342886|22.424412742745673
10|8|45.08923366445648|34.39005713987674|22.100623860529893
11|8|0|0|0
12|8|0|0|0
13|8|0|0|0
14|8|0|0|0
15|8|0|0|0
16|8|0|0|0
17|8|0|0|0
18|8|0|0|0
19|8|0|0|0
20|8|0|0|0
21|8|0|0|0
22|8|0|0|0
23|8|0|0|0
24|8|0|0|0
25|8|0|0|0
26|8|0|0|0
27|8|0|0|0
28|8|0|0|0
29|8|0|0|0
30|8|0|0|0
-30|9|4.287462628451479|67.78491257913002|43.03928784507272
-29|9|5.563280083328166|66.84813694014542|42.115289138176315
-28|9|6.867531161854146|65.97579970850177|41.22586060136331
-27|9|8.192778608129345|65.15676811196596|40.36894194314554
-26|9|9.532653499865532|64.38248305846749|39.54264383528908
-25|9|10.881774792048631|63.64620013683056|38.74522916334793
-24|9|12.23563566380308|62.94249540176099|37.975096983735654
-23|9|13.59048246312463|61.909910526888126|37.23076870337248
-22|9|14.943200081525504|60.77008395015484|36.51087610048933
-21|9|16.291209977831556|59.66834316232156|35.814150883072955
-20|9|17.632382693555186|58.60155411895295|35.139415541242585
-19|9|18.364132968156397|57.566982075348676|34.485575296205226
-18|9|18.777171610443105|56.562220420980296|33.851610984716146
-17|9|19.226758536676485|55.58513541061499|33.23657274659959
-16|9|19.71226757229958|54.63382262851965|32.63957440567629
-15|9|20.233219994930096|53.706572256025716|32.0597884527249
-14|9|20.789261406640904|52.801841042758966|31.496441553887834
-13|9|21.38014352454161|51.918229451640954|30.94881051996373
-12|9|22.005709956773288|51.05446284614003|30.41621868190274
-11|9|22.66588521504677|50.20937587143225|29.89803262596783
-10|9|23.360666368838153|49.381899385496496|29.393659248801946
-9|9|24.090116873282987|48.57104944571476|28.90254309831092
-8|9|24.85436220682559|47.77591796737638|28.42416397104534
-7|9|25.653587040055115|46.995664753603975|27.958034740818242
-6|9|26.48803372786015|46.229510659228396|27.503699396751934
-5|9|27.35800197655901|45.476731699409704|27.06073127192341
-4|9|28.26384958907886|44.73665395112291|26.62873144635855
-3|9|29.205994237264612|44.00864912474847|26.207327310380137
-2|9|30.1849162534683|43.292130705931385|25.796171276307604
-1|9|31.20116247605995|42.58655058605409|25.39493962828088
0|9|32.25535122785012|41.891396114214366|25.00333150159001
1|9|33.34817855529641|41.20618751531961|24.621067984356742
2|9|34.48042591294592|40.53047562842332|24.247891335785013
3|9|35.65296954582311|39.86383992722009|23.883564316488346
4|9|36.86679190758732|39.20588679103362|23.52786962765105
5|9|38.12299556135357|38.556247999971966|23.180609457007357
6|9|39.42282015294282|37.91457943239902|22.841605130860216
7|9|40.76766323711436|37.28055994665836|22.510696872629993
8|9|42.159105996595514|36.653890432226774|22.18774366976028
9|9|43.59894525201031|36.03429301827265|21.872623252237332
10|9|0|0|0
11|9|0|0|0
12|9|0|0|0
13|9|0|0|0
14|9|0|0|0
15|9|0|0|0
16|9|0|0|0
17|9|0|0|0
18|9|0|0|0
19|9|0|0|0
20|9|0|0|0
21|9|0|0|0
22|9|0|0|0
23|9|0|0|0
24|9|0|0|0
25|9|0|0|0
26|9|0|0|0
27|9|0|0|0
28|9|0|0|0
29|9|0|0|0
30|9|0|0|0
-30|10|4.287462628451522|69.14340883152826|41.79711021051021
-29|10|5.563280083328138|68.12473661755023|40.89649788438532
-28|10|6.8675311618541315|67.18675633761104|40.02988600405021
-27|10|8.192778608129373|66.31412955903465|39.195267753838266
-26|10|9.53265349986556|65.495464734489|38.39079983782365
-25|10|10.881774792048589|64.72203156972597|37.61478507247668
-24|10|12.235635663803052|63.9869675767769|36.86565741119522
-23|10|13.590482463124644|63.28476432594704|36.14196897910252
-22|10|14.943200081525461|62.511798342408966|35.442378783558
-21|10|16.291209977831613|61.375605597510585|34.76564283242688
-20|10|17.632382693555215|60.27682621653139|34.11060544360934
-19|10|18.36413296815644|59.21233678869001|33.47619156947422
-18|10|18.77717161044312|58.17941639068753|32.86139999144053
-17|10|19.226758536676485|57.175674137413154|32.26529726503739
-16|10|19.71226757229958|56.19899304195886|31.687012315851582
-15|10|20.233219994930096|55.24748588472099|31.125731602974696
-14|10|20.789261406640932|54.31946007361613|30.580694779721433
-13|10|21.380143524541623|53.413389337542604|30.051190792172093
-12|10|22.005709956773273|52.52789068415368|29.536554364974386
-11|10|22.66588521504677|51.66170546380305|29.036162831213765
-10|10|23.36066636883814|50.81368367292022|28.549433269319692
-9|10|24.090116873282987|49.98277083996426|28.07581991516045
-8|10|24.854362206825613|49.167996990424875|27.614811821861515
-7|10|25.6535870400551|48.3684673007756|27.165930743626937
-6|10|26.488033727860135|47.58335413624134|26.728729223050557
-5|10|27.358001976559045|46.81189023154869|26.302788864184954
-4|10|28.26384958907888|46.05336282303402|25.887718776056943
-3|10|29.205994237264612|45.30710857848014|25.483154173451354
-2|10|30.18491625346831|44.57250920067653|25.08875512368136
-1|10|31.20116247605994|43.84898760398603|24.704205429765466
0|10|32.25535122785012|43.136004581663016|24.329211641986653
1|10|33.348178555296364|42.433055896422005|23.96350219124021
2|10|34.48042591294595|41.739669738640025|23.606826638926826
3|10|35.65296954582313|41.05540450621907|23.258955039434376
4|10|36.866791907587334|40.3798468680269|22.919677412510588
5|10|38.122995561353605|39.7126100793387|22.588803324080658
6|10|39.422820152942876|39.05333252311313|22.266161575339183
7|10|40.76766323711437|38.40167645547765|21.951600001270435
8|10|0|0|0
9|10|0|0|0
10|10|0|0|0
11|10|0|0|0
12|10|0|0|0
13|10|0|0|0
14|10|0|0|0
15|10|0|0|0
16|10|0|0|0
17|10|0|0|0
18|10|0|0|0
19|10|0|0|0
20|10|0|0|0
21|10|0|0|0
22|10|0|0|0
23|10|0|0|0
24|10|0|0|0
25|10|0|0|0
26|10|0|0|0
27|10|0|0|0
28|10|0|0|0
29|10|0|0|0
30|10|0|0|0
-30|11|4.287462628451479|70.65607167703521|40.57906695485939
-29|11|5.563280083328209|69.5252872251484|39.70182088413176
-28|11|6.8675311618541315|68.49990286796424|38.85803361767585
-27|11|8.19277860812943|67.55734403460531|38.0457458101533
-26|11|9.532653499865603|66.68162948883436|37.263155268766965
-25|11|10.881774792048589|65.86095972432085|36.50860067796955
-24|11|12.235635663803109|65.08633256186899|35.78054752722253
-23|11|13.590482463124644|64.35069680726896|35.07757587144483
-22|11|14.943200081525518|63.64840841828766|34.398369628323344
-21|11|16.291209977831542|62.97486661608343|33.74170717404443
-20|11|17.632382693555186|62.0137509041801|33.10645304363212
-19|11|18.36413296815644|60.91638613289496|32.49155057710362
-18|11|18.777171610443133|59.85277662251393|31.896015380386523
-17|11|19.226758536676485|58.82019829850337|31.318929492085545
-16|11|19.71226757229958|57.8162618988036|30.75943616500821
-15|11|20.23321999493008|56.83885533186002|30.216735185818152
-14|11|20.789261406640932|55.886098484536404|29.690078667993475
-13|11|21.380143524541637|54.956307324766726|29.17876726298683
-12|11|22.005709956773288|54.047965050043835|28.6821467425399
-11|11|22.665885215046785|53.15969865124327|28.199604911819506
-10|11|23.360666368838153|52.29025969129528|27.730568818685427
-9|11|24.09011687328301|51.43850840239765|27.274502229170608
-8|11|24.85436220682559|50.603400423991026|26.830903343309963
-7|11|25.65358704005505|49.7839756629781|26.399302728935403
-6|11|26.48803372786012|48.97934887525025|25.979261454056683
-5|11|27.358001976559038|48.188701655458836|25.570369401060375
-4|11|28.26384958907886|47.41127558837701|25.17224374825279
-3|11|29.205994237264612|46.646366365914666|24.784527606303328
-2|11|30.1849162534683|45.89331871295599|24.40688879896438
-1|11|31.20116247605995|45.15152199563559|24.039018779091293
0|11|32.25535122785017|44.42040640956961|23.68063167249985
1|11|33.34817855529641|43.69943966448799|23.33146344361186
2|11|34.48042591294591|42.98812409682323|22.991271178179332
3|11|35.652969545823126|42.285994153970044|22.65983247967324
4|11|36.86679190758732|41.592614203794646|22.336944977202734
5|11|38.12299556135359|40.907576631035944|22.022425944118055
6|11|0|0|0
7|11|0|0|0
8|11|0|0|0
9|11|0|0|0
10|11|0|0|0
11|11|0|0|0
12|11|0|0|0
13|11|0|0|0
14|11|0|0|0
15|11|0|0|0
16|11|0|0|0
17|11|0|0|0
18|11|0|0|0
19|11|0|0|0
20|11|0|0|0
21|11|0|0|0
22|11|0|0|0
23|11|0|0|0
24|11|0|0|0
25|11|0|0|0
26|11|0|0|0
27|11|0|0|0
28|11|0|0|0
29|11|0|0|0
30|11|0|0|0
-30|12|4.287462628451479|72.39024563908802|39.384740109550876
-29|12|5.563280083328209|71.09669792858438|38.530891642302976
-28|12|6.8675311618541315|69.9498094232708|37.7099814084884
-27|12|8.192778608129345|68.91298202922158|36.920092531719746
-26|12|9.532653499865518|67.96207517843821|36.159459823202475
-25|12|10.881774792048631|67.0801773096064|35.42645446474156
-24|12|12.235635663803109|66.25489989267038|34.71957070320643
-23|12|13.590482463124616|65.47684864017458|34.037414228509135
-22|12|14.943200081525504|64.73870042205047|33.378691971459325
-21|12|16.291209977831542|64.03461598555337|32.742203107697485
-20|12|17.632382693555186|63.35985018215605|32.12683109289559
-19|12|18.364132968156383|62.685915159721986|31.531536585203924
-18|12|18.777171610443148|61.58836089922826|30.95535113543687
-17|12|19.226758536676456|60.524161398619114|30.397371545181088
-16|12|19.712267572299567|59.49057089029171|29.856754808938263
-15|12|20.23321999493008|58.48518644048704|29.332713569410757
-14|12|20.789261406640932|57.505888071788945|28.82451202570857
-13|12|21.380143524541637|56.550791972117814|28.331462243082775
-12|12|22.005709956773273|55.6182134386762|27.852920820143616
-11|12|22.665885215046757|54.70663717745924|27.388285875685014
-10|12|23.360666368838118|53.814693239423065|26.936994322439077
-9|12|24.090116873282987|52.94113733187312|26.498519399506023
-8|12|24.854362206825627|52.08483456606826|26.072368438986075
-7|12|25.65358704005508|51.24474593293367|25.658080845599223
-6|12|26.488033727860135|50.41991696654443|25.25522627090688
-5|12|27.358001976559038|49.60946817856079|24.863402966226467
-4|12|28.26384958907888|48.81258693888424|24.482236300514984
-3|12|29.205994237264626|48.02852054722531|24.111377431449334
-2|12|30.184916253468316|47.25657029318442|23.750502119689067
-1|12|31.20116247605994|46.49608634316135|23.39930967791468
0|12|32.255351227850134|45.74646332405076|23.05752204772437
1|12|33.348178555296386|45.00713649847546|22.724882998873973
2|12|34.48042591294595|44.27757844592314|22.401157446691556
3|12|35.65296954582316|43.55729617977741|22.0861308848107
4|12|0|0|0
5|12|0|0|0
6|12|0|0|0
7|12|0|0|0
8|12|0|0|0
9|12|0|0|0
10|12|0|0|0
11|12|0|0|0
12|12|0|0|0
13|12|0|0|0
14|12|0|0|0
15|12|0|0|0
16|12|0|0|0
17|12|0|0|0
18|12|0|0|0
19|12|0|0|0
20|12|0|0|0
21|12|0|0|0
22|12|0|0|0
23|12|0|0|0
24|12|0|0|0
25|12|0|0|0
26|12|0|0|0
27|12|0|0|0
28|12|0|0|0
29|12|0|0|0
30|12|0|0|0
-30|13|4.287462628451479|74.47323361355281|38.213825205315146
-29|13|5.563280083328138|72.9189982888083|37.38344966674
-28|13|6.86753116185416|71.59136291144088|36.5855067817505
-27|13|8.192778608129387|70.42103143827988|35.81811799231868
-26|13|9.532653499865475|69.36726220370822|35.07955172286435
-25|13|10.881774792048631|68.40369541054011|34.368208876787655
-24|13|12.235635663803109|67.51211725559337|33.682610183391155
-23|13|13.590482463124715|66.67932165497182|33.02138510256352
-22|13|14.943200081525575|65.89537342557114|32.38326205049252
-21|13|16.29120997783157|65.15257613545249|31.767059753278183
-20|13|17.632382693555172|64.44482369437645|31.171679569627663
-19|13|18.364132968156426|63.76717442901945|30.59609865106914
-18|13|18.777171610443148|63.11556084957539|30.039363829949643
-17|13|19.22675853667647|62.294294386672384|29.500586143110326
-16|13|19.712267572299567|61.22796562782622|28.978935913472853
-15|13|20.233219994930096|60.191947517403506|28.473638323532604
-14|13|20.789261406640932|59.183806467298126|27.983969424461478
-13|13|21.380143524541637|58.20140053112824|27.509252532599085
-12|13|22.005709956773302|57.24283037514127|27.048854971865765
-11|13|22.6658852150468|56.30640059055557|26.6021851263288
-10|13|23.360666368838153|55.39058878845311|26.1686897719837
-9|13|24.090116873282987|54.494020636855524|25.747851660939148
-8|13|24.8543622068256|53.615449494855596|25.339187334742796
-7|13|25.65358704005513|52.753739646190425|24.942245146659765
-6|13|26.48803372786012|51.907852382496124|24.55660347540075
-5|13|27.35800197655901|51.07683436589872|24.18186911515796
-4|13|28.26384958907886|50.25980783226296|23.817675828909977
-3|13|29.205994237264605|49.45596229425449|23.463683053841734
-2|13|30.18491625346831|48.66454747693344|23.119574749441178
-1|13|31.20116247605994|47.88486727449329|22.78505838041434
0|13|32.25535122785017|47.11627455969023|22.459864028037003
1|13|33.348178555296386|46.35816671077057|22.143743624966575
2|13|34.48042591294595|45.609981746738825|21.836470309899767
3|13|0|0|0
4|13|0|0|0
5|13|0|0|0
6|13|0|0|0
7|13|0|0|0
8|13|0|0|0
9|13|0|0|0
10|13|0|0|0
11|13|0|0|0
12|13|0|0|0
13|13|0|0|0
14|13|0|0|0
15|13|0|0|0
16|13|0|0|0
17|13|0|0|0
18|13|0|0|0
19|13|0|0|0
20|13|0|0|0
21|13|0|0|0
22|13|0|0|0
23|13|0|0|0
24|13|0|0|0
25|13|0|0|0
26|13|0|0|0
27|13|0|0|0
28|13|0|0|0
29|13|0|0|0
30|13|0|0|0
-30|14|4.287462628451536|77.21324467111523|37.066123263446656
-29|14|5.563280083328209|75.15213105827128|36.259333478694714
-28|14|6.8675311618541315|73.52208222130969|35.48448045131433
-27|14|8.192778608129402|72.1470296448118|34.73972052009413
-26|14|9.532653499865575|70.94424116194395|34.02335294318905
-25|14|10.881774792048546|69.86695239607977|33.333806086768966
-24|14|12.23563566380308|68.88566868995233|32.66962532823852
-23|14|13.590482463124673|67.98037179731662|32.02946241093848
-22|14|14.943200081525475|67.13673828539376|31.41206603619264
-21|14|16.29120997783157|66.34410134335118|30.81627351697057
-20|14|17.632382693555243|65.59426372259406|30.24100334785146
-19|14|18.364132968156426|64.88076379252686|29.68524857027122
-18|14|18.777171610443133|64.19839961351029|29.14807083160612
-17|14|19.22675853667647|63.54290807658083|28.62859505253654
-16|14|19.71226757229958|62.91074145774154|28.12600463013824
-15|14|20.233219994930096|61.96587637159527|27.639537114865675
-14|14|20.789261406640932|60.92593455761189|27.16848030848403
-13|14|21.380143524541637|59.91365687853413|26.712168737446127
-12|14|22.005709956773273|58.92686354231175|26.269980462462158
-11|14|22.665885215046785|57.96362647073723|25.84133419030944
-10|14|23.360666368838167|57.02222840709598|25.425686658449294
-9|14|24.090116873282987|56.10113037910526|25.022530266894606
-8|14|24.854362206825563|55.198945513317845|24.631390935126987
-7|14|25.653587040055093|54.31441774355325|24.251826164782045
-6|14|26.48803372786015|53.44640433725545|23.883423291388127
-5|14|27.358001976559045|52.59386143432796|23.525797910714267
-4|14|28.263849589078845|51.75583198803844|23.178592467318218
-3|14|29.205994237264626|50.931435640132136|22.84147499472232
-2|14|30.1849162534683|50.11986016781286|22.514137998331947
-1|14|31.20116247605994|49.32035421931916|22.19629747377452
0|14|32.25535122785017|48.53222111470436|21.887692054815076
1|14|0|0|0
2|14|0|0|0
3|14|0|0|0
4|14|0|0|0
5|14|0|0|0
6|14|0|0|0
7|14|0|0|0
8|14|0|0|0
9|14|0|0|0
10|14|0|0|0
11|14|0|0|0
12|14|0|0|0
13|14|0|0|0
14|14|0|0|0
15|14|0|0|0
16|14|0|0|0
17|14|0|0|0
18|14|0|0|0
19|14|0|0|0
20|14|0|0|0
21|14|0|0|0
22|14|0|0|0
23|14|0|0|0
24|14|0|0|0
25|14|0|0|0
26|14|0|0|0
27|14|0|0|0
28|14|0|0|0
29|14|0|0|0
30|14|0|0|0
-30|15|4.287462628451507|82.1750096182307|35.941534417788844
-29|15|5.563280083328166|78.23287065509767|35.15847505438226
-28|15|6.867531161854075|75.95138740377222|34.406861575981814
-27|15|8.192778608129373|74.21343496399015|33.68488242854637
-26|15|9.532653499865518|72.77314400981719|32.990865458105
-25|15|10.881774792048603|71.52640408947052|32.32326468914675
-24|15|12.235635663803109|70.41747848242993|31.68064870280452
-23|15|13.590482463124673|69.41238641032922|31.0616903765618
-22|15|14.943200081525518|68.48859632227789|30.465157790379543
-21|15|16.291209977831585|67.63025841275675|29.889906138211046
-20|15|17.63238269355523|66.82572093374799|29.33487051102088
-19|15|18.36413296815641|66.06612014048548|28.79905943923393
-18|15|18.777171610443133|65.3445256890046|28.281549100206725
-17|15|19.226758536676485|64.65539528593652|27.781478110744985
-16|15|19.712267572299552|63.99421184272664|27.298042836554792
-15|15|20.23321999493008|63.35723356671302|26.830493160352646
-14|15|20.789261406640932|62.73982569396398|26.378128658564258
-13|15|21.380143524541637|61.694359788444366|25.940295143435208
-12|15|22.005709956773302|60.6764737714389|25.51638153320826
